LSOA11CD,domain_supermarket_proximity,domain_supermarket_accessibility,domain_ecommerce_access,domain_socio_demographic,domain_nonsupermarket_proximity,domain_food_for_families,domain_fuel_poverty,country,country_denominator,combined,pp_dec_domain_supermarket_proximity,pp_dec_domain_supermarket_accessibility,pp_dec_domain_ecommerce_access,pp_dec_domain_socio_demographic,pp_dec_domain_nonsupermarket_proximity,pp_dec_domain_food_for_families,pp_dec_domain_fuel_poverty,pp_dec_combined
E01011524,12386,28645.0,18707.0,19722,19172,106,20268.0,E,33755,12621,4,9.0,6.0,6,6,1,7.0,4
E01011525,24975,18273.0,18707.0,16522,31018,479,17722.0,E,33755,16649,8,6.0,6.0,5,10,1,6.0,5
E01011526,9153,8979.0,27352.0,31430,21459,250,29904.0,E,33755,25344,3,3.0,9.0,10,7,1,9.0,8
E01011527,8861,12884.0,17166.0,26232,18276,1180,29999.0,E,33755,16226,3,4.0,6.0,8,6,1,9.0,5
E01011528,14034,10381.0,27352.0,27782,28269,368,32762.0,E,33755,28986,5,4.0,9.0,9,9,1,10.0,9
E01011529,13886,17497.0,9458.0,13330,18328,1135,11815.0,E,33755,2480,5,6.0,3.0,4,6,1,4.0,1
E01011530,17922,18685.0,18707.0,20340,29420,757,26712.0,E,33755,18607,6,6.0,6.0,7,9,1,8.0,6
E01011531,17220,11483.0,16498.0,20257,28901,235,31687.0,E,33755,21796,6,4.0,5.0,7,9,1,10.0,7
E01011532,17498,20855.0,9458.0,8863,29121,726,12198.0,E,33755,6896,6,7.0,3.0,3,9,1,4.0,3
E01011533,26715,15809.0,18707.0,9751,31670,451,11894.0,E,33755,14138,8,5.0,6.0,3,10,1,4.0,5
E01011534,24849,13114.0,18707.0,19584,29440,705,18941.0,E,33755,15128,8,4.0,6.0,6,9,1,6.0,5
E01011535,4831,14998.0,23805.0,29355,14791,1452,29530.0,E,33755,19707,2,5.0,8.0,9,5,1,9.0,6
E01011536,4115,7356.0,17166.0,24600,11720,1640,22758.0,E,33755,6132,2,3.0,6.0,8,4,1,7.0,2
E01011537,4686,16853.0,17166.0,16093,9551,1582,18435.0,E,33755,3008,2,5.0,6.0,5,3,1,6.0,1
E01011538,5595,28541.0,9458.0,11247,13154,1208,9053.0,E,33755,2954,2,9.0,3.0,4,4,1,3.0,1
E01011540,11060,16714.0,9458.0,8223,19994,493,11797.0,E,33755,1573,4,5.0,3.0,3,6,1,4.0,1
E01011541,30023,13870.0,9458.0,6020,33369,594,16162.0,E,33755,19684,9,5.0,3.0,2,10,1,5.0,6
E01011545,28114,6925.0,18707.0,13535,31814,828,12410.0,E,33755,14821,9,3.0,6.0,5,10,1,4.0,5
E01011546,26343,6261.0,9458.0,11833,28897,725,13239.0,E,33755,7714,8,2.0,3.0,4,9,1,4.0,3
E01011547,24117,5183.0,9458.0,8978,30206,743,14581.0,E,33755,7419,8,2.0,3.0,3,9,1,5.0,3
E01011548,6331,15280.0,17166.0,20641,16011,1231,20290.0,E,33755,5783,2,5.0,6.0,7,5,1,7.0,2
E01011549,4814,8532.0,27352.0,33732,18670,1093,29921.0,E,33755,30273,2,3.0,9.0,10,6,1,9.0,9
E01011550,7495,6460.0,27352.0,27724,19059,989,30437.0,E,33755,20855,3,2.0,9.0,9,6,1,10.0,7
E01011551,5998,5546.0,27352.0,20803,8305,1416,17271.0,E,33755,5375,2,2.0,9.0,7,3,1,6.0,2
E01011552,5136,27289.0,9458.0,8149,15906,1216,6235.0,E,33755,1954,2,9.0,3.0,3,5,1,2.0,1
E01011553,4579,13208.0,18707.0,25062,17569,1115,24748.0,E,33755,10039,2,4.0,6.0,8,6,1,8.0,3
E01011554,10233,12325.0,27352.0,30160,6016,1451,28959.0,E,33755,20567,4,4.0,9.0,9,2,1,9.0,7
E01011555,12312,13425.0,27352.0,26529,9345,1395,31413.0,E,33755,21603,4,4.0,9.0,8,3,1,10.0,7
E01011556,19441,5299.0,27352.0,17355,10170,1305,21552.0,E,33755,8522,6,2.0,9.0,6,4,1,7.0,3
E01011557,13252,16069.0,27352.0,19699,8963,1466,25875.0,E,33755,12140,4,5.0,9.0,6,3,1,8.0,4
E01011558,19468,11460.0,9458.0,5140,10200,1276,8909.0,E,33755,573,6,4.0,3.0,2,4,1,3.0,1
E01011559,24734,9239.0,9458.0,4679,10540,877,4717.0,E,33755,731,8,3.0,3.0,2,4,1,2.0,1
E01011560,20036,4791.0,9458.0,4481,8864,803,7144.0,E,33755,232,6,2.0,3.0,2,3,1,3.0,1
E01011561,2660,2302.0,21844.0,30736,2701,2322,25099.0,E,33755,12330,1,1.0,7.0,10,1,1,8.0,4
E01011562,6301,6979.0,27352.0,31912,6248,1720,31566.0,E,33755,25336,2,3.0,9.0,10,2,1,10.0,8
E01011563,6889,8869.0,27352.0,31233,6363,1569,23125.0,E,33755,16890,3,3.0,9.0,10,2,1,7.0,6
E01011564,7339,9947.0,27352.0,32020,7411,1334,21337.0,E,33755,18186,3,3.0,9.0,10,3,1,7.0,6
E01011565,11697,12277.0,27352.0,28312,8691,1489,30347.0,E,33755,20860,4,4.0,9.0,9,3,1,9.0,7
E01011566,6083,9566.0,27352.0,24282,5992,1641,30607.0,E,33755,16356,2,3.0,9.0,8,2,1,10.0,5
E01011567,11823,15898.0,27352.0,28436,8978,1133,29110.0,E,33755,20209,4,5.0,9.0,9,3,1,9.0,6
E01011568,8464,5590.0,27352.0,22022,8267,1504,25802.0,E,33755,10019,3,2.0,9.0,7,3,1,8.0,3
E01011569,30031,19652.0,21844.0,17663,32355,8,22592.0,E,33755,25244,9,6.0,7.0,6,10,1,7.0,8
E01011570,2861,17022.0,14568.0,28495,10241,1218,24923.0,E,33755,10948,1,6.0,5.0,9,4,1,8.0,4
E01011571,26290,14961.0,8599.0,18906,30224,61,22877.0,E,33755,16286,8,5.0,3.0,6,9,1,7.0,5
E01011572,29342,13920.0,21844.0,25911,31282,38,25243.0,E,33755,26227,9,5.0,7.0,8,10,1,8.0,8
E01011573,10859,19914.0,13499.0,24064,12912,299,17617.0,E,33755,6603,4,6.0,4.0,8,4,1,6.0,2
E01011574,32293,15426.0,8599.0,14177,32732,6,18968.0,E,33755,23282,10,5.0,3.0,5,10,1,6.0,7
E01011576,3432,9681.0,14568.0,32694,7012,2312,29418.0,E,33755,20960,2,3.0,5.0,10,3,1,9.0,7
E01011578,20673,9507.0,17166.0,18301,13316,143,23983.0,E,33755,7599,7,3.0,6.0,6,4,1,8.0,3
E01011579,13140,7350.0,27352.0,24091,13226,46,22079.0,E,33755,10815,4,3.0,9.0,8,4,1,7.0,4
E01011580,10979,11990.0,23805.0,26330,12533,94,32169.0,E,33755,21313,4,4.0,8.0,8,4,1,10.0,7
E01011581,12936,1952.0,8599.0,23729,28538,161,20497.0,E,33755,9083,4,1.0,3.0,8,9,1,7.0,3
E01011582,11068,1182.0,4068.0,7887,27657,219,9105.0,E,33755,1139,4,1.0,2.0,3,9,1,3.0,1
E01011583,14264,3928.0,14568.0,24809,29242,126,20550.0,E,33755,12042,5,2.0,5.0,8,9,1,7.0,4
E01011584,25255,7275.0,14568.0,24725,31173,55,26068.0,E,33755,21286,8,3.0,5.0,8,10,1,8.0,7
E01011585,26296,16294.0,9458.0,11554,31257,530,14826.0,E,33755,12564,8,5.0,3.0,4,10,1,5.0,4
E01011586,17176,14740.0,18707.0,17353,23702,100,20695.0,E,33755,9062,6,5.0,6.0,6,8,1,7.0,3
E01011587,28419,19482.0,27352.0,20245,32100,660,18726.0,E,33755,25214,9,6.0,9.0,6,10,1,6.0,8
E01011588,7013,4432.0,18707.0,25185,27562,603,25592.0,E,33755,13544,3,2.0,6.0,8,9,1,8.0,5
E01011589,10659,5244.0,27352.0,24471,14244,403,27317.0,E,33755,13894,4,2.0,9.0,8,5,1,9.0,5
